Bank,service,statistic,p-value,z
HSBC Holdings PLC,Pest control,2264058.0,4.648105146284328e-278,
HSBC Holdings PLC,Pollination,1455144.0,0.0,
HSBC Holdings PLC,Soil quality,2885890.0,2.7500383660398413e-194,
HSBC Holdings PLC,Surface water,7322506.0,0.9999999999999994,
HSBC Holdings PLC,Ventilation,3015213.0,5.277676163057116e-177,
HSBC Holdings PLC,Water flow maintenance,5633228.0,4.569323224830181e-07,
HSBC Holdings PLC,Water quality,5484331.0,1.289974815903687e-08,
ING Groupe NV,Animal-based energy,325887.0,1.2011023401630185e-54,
ING Groupe NV,Bio-remediation,4230714.0,1.0,
ING Groupe NV,Buffering and attenuation of mass flows,834475.0,6.529582601205317e-05,
ING Groupe NV,Climate regulation,4231479.0,1.0,
ING Groupe NV,Dilution by atmosphere and ecosystems,2804153.0,1.0,
ING Groupe NV,Disease control,665775.0,1.6363617257149974e-09,
ING Groupe NV,Fibres and other materials,922125.0,0.20633550214457402,
ING Groupe NV,Filtration,5092844.0,1.0,
ING Groupe NV,Flood and storm protection,4792698.0,1.0,
ING Groupe NV,Genetic materials,725753.0,4.650701444026593e-09,
ING Groupe NV,Ground water,8446435.0,1.0,
ING Groupe NV,Maintain nursery habitats,42075.0,2.370694297455464e-181,
ING Groupe NV,Mass stabilisation and erosion control,7591805.0,1.0,
ING Groupe NV,Mediation of sensory impacts,1387896.0,0.9999999954612729,
ING Groupe NV,Pest control,989675.0,0.21148032632697522,
ING Groupe NV,Pollination,608049.0,2.283852505148889e-14,
ING Groupe NV,Soil quality,1589693.0,0.9999999999973569,
ING Groupe NV,Surface water,8420932.0,1.0,
ING Groupe NV,Ventilation,1516624.0,0.9999999999999832,
ING Groupe NV,Water flow maintenance,4702740.0,1.0,
ING Groupe NV,Water quality,4175755.0,1.0,
Industrial & Commercial Bank of China Ltd,Animal-based energy,47425.0,0.9999999999999999,
Industrial & Commercial Bank of China Ltd,Bio-remediation,3341390.0,1.0,
Industrial & Commercial Bank of China Ltd,Buffering and attenuation of mass flows,280003.0,1.0,
Industrial & Commercial Bank of China Ltd,Climate regulation,3634583.0,1.0,
Industrial & Commercial Bank of China Ltd,Dilution by atmosphere and ecosystems,1896510.0,1.0,
Industrial & Commercial Bank of China Ltd,Disease control,171025.0,1.0,
Industrial & Commercial Bank of China Ltd,Fibres and other materials,317913.0,1.0,
Industrial & Commercial Bank of China Ltd,Filtration,4216195.0,1.0,
Industrial & Commercial Bank of China Ltd,Flood and storm protection,3975807.0,1.0,
Industrial & Commercial Bank of China Ltd,Genetic materials,237187.0,1.0,
Industrial & Commercial Bank of China Ltd,Ground water,8115995.0,1.0,
Industrial & Commercial Bank of China Ltd,Maintain nursery habitats,1962.0,0.013269855081527017,
Industrial & Commercial Bank of China Ltd,Mass stabilisation and erosion control,7255863.0,1.0,
Industrial & Commercial Bank of China Ltd,Mediation of sensory impacts,739805.0,1.0,
